match,sentence
"[{""keyword"":""党委"",""positionStart"":289,""positionEnd"":291},{""keyword"":""党委"",""positionStart"":315,""positionEnd"":317},{""keyword"":""党委"",""positionStart"":346,""positionEnd"":348},{""keyword"":""党委"",""positionStart"":382,""positionEnd"":384},{""keyword"":""党委"",""positionStart"":484,""positionEnd"":486},{""keyword"":""党支部"",""positionStart"":536,""positionEnd"":539},{""keyword"":""党支部"",""positionStart"":573,""positionEnd"":576},{""keyword"":""纪委"",""positionStart"":140,""positionEnd"":142}]","1989.12漳泽发电厂招待所所长,1993.12漳泽发电厂生活服务公司经理,1999.06漳泽电力实业集团总公司副总经理,2001.01漳泽电力实业集团总公司总经理,2001.12漳泽实业河津龙门实业公司总经理(期间兼翼城煤业公司经理),2006.05山西漳泽控股公司副总经理、纪委书记兼工会主席,2006.10中电华益实业集团公司副总经理(期间兼任中电华益环保设计工程公司董事长、总经理),2008.09漳泽电力蒲洲发电分公司副总经理,2009.05中电华益实业集团公司副总经理(主持工作)2009.12中电华益实业集团公司总经理,2011.07中电华益实业集团公司总经理、党委副书记2013.01同煤华益实业集团公司总经理、党委副书记2013.04同煤电力能源副总经理兼华益公司总经理、党委副书记,2013.06同煤电力能源副总经理兼华益公司董事长、总经理、党委副书记,2014.06同煤电力能源副总经理兼华益公司董事长2015.01同煤电力能源副总经理兼华益公司、环保公司董事长,2016.09同煤电力能源副总经理兼华益公司、环保公司董事长,漳泽云电副董事长、党委书记,2019.02漳泽电力董事、同煤电力能源副总经理兼华益公司、环保公司董事长,漳泽云电副董事长、党支部书记,2019.03漳泽电力董事兼华益公司董事长,漳泽云电副董事长、党支部书记"
"[{""keyword"":""党委"",""positionStart"":91,""positionEnd"":93},{""keyword"":""党委"",""positionStart"":116,""positionEnd"":118},{""keyword"":""党支部"",""positionStart"":46,""positionEnd"":49},{""keyword"":""党总支"",""positionStart"":68,""positionEnd"":71}]","曾任武汉市商业银行钟家村支行业务部经理、行长助理、副行长,汉口银行汉正街支行副行长主持工作、党支部书记,武汉东创投资担保有限公司董事长、党总支书记,武汉国有资产经营有限公司副总经理、党委委员兼武汉国创资本投资有限公司董事长、总经理、党委书记"
"[{""keyword"":""党委"",""positionStart"":24,""positionEnd"":26},{""keyword"":""党委"",""positionStart"":33,""positionEnd"":35}]","现任武汉国有资产经营有限公司(武商联)副总经理、党委委员,兼任公司党委书记"
"[{""keyword"":""党委"",""positionStart"":27,""positionEnd"":29},{""keyword"":""党委"",""positionStart"":42,""positionEnd"":44}]","曾任中百集团副总经理、董事会秘书、中百百货公司董事长兼党委书记,中百超市公司董事长、党委书记、中百便利店公司董事长"
"[{""keyword"":""纪委"",""positionStart"":22,""positionEnd"":24},{""keyword"":""纪委"",""positionStart"":27,""positionEnd"":29}]","本钢板材股份有限公司运输部代理工会主席、代理纪委书记,纪委书记、工会主席"
"[{""keyword"":""党委"",""positionStart"":100,""positionEnd"":102},{""keyword"":""党支部"",""positionStart"":37,""positionEnd"":40},{""keyword"":""党支部"",""positionStart"":72,""positionEnd"":75},{""keyword"":""党群工作部"",""positionStart"":92,""positionEnd"":97}]","历任四川工具厂技术员、工程师,内江峨柴鸿翔机械有限公司分厂厂长、车间主任兼党支部书记、营销部副经理,内江金鸿曲轴有限公司质量二部经理、分厂厂长兼党支部书记、行政部经理、人力资源部经理、党群工作部部长、党委委员"
"[{""keyword"":""党委"",""positionStart"":12,""positionEnd"":14},{""keyword"":""纪委"",""positionStart"":17,""positionEnd"":19},{""keyword"":""纪委"",""positionStart"":48,""positionEnd"":50},{""keyword"":""党群工作部"",""positionStart"":22,""positionEnd"":27}]","现任内江金鸿曲轴有限公司党委委员、纪委书记、党群工作部部长、行政部经理,四川浩物机电股份有限公司纪委委员、职工代表监事"
"[{""keyword"":""党委"",""positionStart"":14,""positionEnd"":16},{""keyword"":""纪委"",""positionStart"":20,""positionEnd"":22}]",现任四川浩物机电股份有限公司党委副书记、纪委书记、副总经理、工会主席
"[{""keyword"":""党委"",""positionStart"":12,""positionEnd"":14},{""keyword"":""党委"",""positionStart"":40,""positionEnd"":42},{""keyword"":""纪委"",""positionStart"":31,""positionEnd"":33}]","中百控股集团股份有限公司党委办公室、经理办公室主任、工会主席、纪委书记,仓储公司党委书记"
"[{""keyword"":""党委"",""positionStart"":14,""positionEnd"":16},{""keyword"":""纪委"",""positionStart"":26,""positionEnd"":28}]",现任中百控股集团股份有限公司党委副书记、监事会主席、纪委书记、工会主席
"[{""keyword"":""共产党"",""positionStart"":16,""positionEnd"":19},{""keyword"":""党委"",""positionStart"":83,""positionEnd"":85}]","陆凤燕,女,1971年出生,中国共产党员,高级工程师职称,历任江苏镇纺集团运转主任、质量主管,镇江维科精华棉纺织有限公司分厂长、总经理助理、兼任技术部经理、工会主席、党委书记、人力资源总监、副总经理,宁波维科物业服务有限公司镇江分公司副总经理,担任第十二届、第十三届丹徒区人大代表"
"[{""keyword"":""共产党"",""positionStart"":24,""positionEnd"":27},{""keyword"":""中共中央党校"",""positionStart"":54,""positionEnd"":60}]","1990年7月参加工作,2001年11月加入中国共产党,全日制大专毕业于大同师专生物专业,在职教育本科毕业于中共中央党校经济管理专业"
"[{""keyword"":""党委"",""positionStart"":57,""positionEnd"":59},{""keyword"":""机关党委"",""positionStart"":41,""positionEnd"":45}]","历任本钢集团公司董事会秘书兼董事会办公室主任,办公室主任、文秘处处长,本钢集团公司机关党委书记,房地产公司董事长、党委书记"
"[{""keyword"":""党委"",""positionStart"":49,""positionEnd"":51},{""keyword"":""团委"",""positionStart"":19,""positionEnd"":21},{""keyword"":""党办"",""positionStart"":13,""positionEnd"":15}]",历任四川省什化股份有限公司党办副主任、团委书记、总经办主任、销售处长、经营副总、常务副总、总经理、党委书记、副董事长
"[{""keyword"":""党委"",""positionStart"":11,""positionEnd"":13},{""keyword"":""党委"",""positionStart"":27,""positionEnd"":29}]","2019.01集团公司党委常委、副总经理,漳泽电力公司党委书记"
"[{""keyword"":""党委"",""positionStart"":161,""positionEnd"":163},{""keyword"":""党支部"",""positionStart"":168,""positionEnd"":171}]","1994年7月至1999年7月先后任西藏山南罗布莎铬铁矿生产技术科及西藏矿业生产技术开发部技术员,1999年7月至2004年1月任西藏自治区矿业发展总公司生产技术开发部副经理,2002年至今任西藏山发工贸有限公司监事,2004年至今任西藏自治区矿业发展总公司生产技术开发部经理,2009年7月至今任西藏自治区矿业发展总公司党委委员、机关党支部书记、总经理助理"
"[{""keyword"":""中共"",""positionStart"":25,""positionEnd"":27},{""keyword"":""中央党校"",""positionStart"":46,""positionEnd"":50},{""keyword"":""中央党校"",""positionStart"":68,""positionEnd"":72}]","白秀兵,男,汉族,1968年3月出生,山西大同人,中共党员,研究生文化程度,1999年12月中央党校函授经济管理专业毕业,2012年7月中央党校在职研究生班政治学理论专业毕业"
"[{""keyword"":""党委"",""positionStart"":19,""positionEnd"":21},{""keyword"":""纪委"",""positionStart"":25,""positionEnd"":27}]",2007.02大同煤矿集团公司晋华宫矿党委副书记、纪委书记
"[{""keyword"":""党委"",""positionStart"":21,""positionEnd"":23},{""keyword"":""党委"",""positionStart"":36,""positionEnd"":38},{""keyword"":""纪委"",""positionStart"":44,""positionEnd"":46}]",2013.07大同煤矿集团公司电力能源公司党委书记、山西漳泽电力股份公司党委常务副书记、纪委书记、监事会主席
"[{""keyword"":""党委"",""positionStart"":26,""positionEnd"":28},{""keyword"":""纪委"",""positionStart"":32,""positionEnd"":34}]",2012年3月至2017年2月任新兴铸管股份有限公司党委副书记、纪委书记、工会主席
"[{""keyword"":""党委"",""positionStart"":53,""positionEnd"":55},{""keyword"":""党总支"",""positionStart"":33,""positionEnd"":36}]",曾任平庄煤业红庙煤矿生产作业部副部长、综采队队长、二井副井长、二井党总支书记、二井井长、生产副矿长、矿长、党委副书记
"[{""keyword"":""党委"",""positionStart"":16,""positionEnd"":18},{""keyword"":""党委"",""positionStart"":71,""positionEnd"":73},{""keyword"":""党委"",""positionStart"":77,""positionEnd"":79}]","现任上海中核浦原有限公司总经理、党委副书记,历任深圳中核集团有限公司发展计划部副经理、经理,深圳中核集团有限公司总经理助理、副总经理、总经理、党委副书记、党委书记"
"[{""keyword"":""党委"",""positionStart"":46,""positionEnd"":48},{""keyword"":""党委"",""positionStart"":71,""positionEnd"":73},{""keyword"":""党委"",""positionStart"":96,""positionEnd"":98}]","历任中航工业550厂总会计师、航空信托投资有限公司总经理助理、航空证券有限责任公司副总经理、党委书记兼副总经理、中航证券有限公司总经理(代)、党委书记,中航工业财务中航工业集团财务有限责任公司党委书记、副总经理,现任中国航空工业集团有限公司计划财务部股东权益监督办高级专务,监事会工作二办成员"
"[{""keyword"":""党委"",""positionStart"":60,""positionEnd"":62},{""keyword"":""党委"",""positionStart"":66,""positionEnd"":68},{""keyword"":""党委"",""positionStart"":152,""positionEnd"":154},{""keyword"":""党委"",""positionStart"":158,""positionEnd"":160},{""keyword"":""党委"",""positionStart"":214,""positionEnd"":216}]","历任西安飞机工业(集团)有限责任公司设计部副部长、部长,技术中心副主任、主任,董事、副总经理、总工程师、总经理、董事长、党委副书记、党委书记,原西安飞机国际航空制造股份有限公司董事,中航飞机有限责任公司总工程师,中航飞机股份有限公司总工程师,中航飞机股份有限公司西安飞机分公司总工程师、副总经理、总经理、党委副书记、党委书记,现任中航飞机股份有限公司董事长,中航飞机有限责任公司执行董事、总经理,西安飞机工业(集团)有限责任公司党委书记、董事长,中航西飞民用飞机有限责任公司董事长"
"[{""keyword"":""党委"",""positionStart"":106,""positionEnd"":108},{""keyword"":""党委"",""positionStart"":124,""positionEnd"":126},{""keyword"":""党委"",""positionStart"":140,""positionEnd"":142}]","曾任平庄矿务局西露天矿生产技术科主管、掘场主管工程师、矿副总工程师、生产作业部部长,平庄煤业生产技术部副部长,西露天矿副矿长、安监处长,平庄煤业元宝山露天矿副矿长、安监处长,平西白音华煤业有限公司董事长、总经理、党委副书记,平庄能源总经理,平庄煤业党委委员、副总经理,蒙东能源公司党委书记、副总经理"
"[{""keyword"":""党委"",""positionStart"":158,""positionEnd"":160},{""keyword"":""党委"",""positionStart"":179,""positionEnd"":181},{""keyword"":""党委"",""positionStart"":245,""positionEnd"":247},{""keyword"":""党委"",""positionStart"":271,""positionEnd"":273}]","历任西安飞机工业(集团)有限责任公司国际合作部总经理兼项目执行经理,西安飞机国际航空制造股份有限公司副总经理、副总经理兼首席信息8官(CIO),中航飞机股份有限公司西安飞机分公司副总经理兼首席信息官(CIO),西安飞机工业(集团)有限责任公司董事、总工程师、副总经理,陕西飞机工业(集团)有限责任公司董事长、总经理、党委副书记,中航飞机汉中飞机分公司总经理、党委副书记,现任中航飞机股份有限公司董事、副总经理,西安飞机工业(集团)有限责任公司董事、副总经理,陕西飞机工业(集团)有限责任公司党委书记、董事长,中航飞机股份有限公司汉中飞机分公司党委书记、总经理"
"[{""keyword"":""党委"",""positionStart"":101,""positionEnd"":103},{""keyword"":""党委"",""positionStart"":123,""positionEnd"":125},{""keyword"":""党委"",""positionStart"":158,""positionEnd"":160},{""keyword"":""纪委"",""positionStart"":51,""positionEnd"":53}]","1993年7月参加工作,曾任2762工厂技术员、土建工程师、副队长、科长、分厂厂长助理、副厂长、经理、纪委委员、采购部部长、芜湖新兴铸管有限责任公司修建部部长、总经理助理、工程部部长、副总经理、总经理、党委副书记、新兴铸管新疆控股控股集团总经理、党委副书记等,2015年10月-2017年11月任新兴铸管股份有限公司党委常委"
